,Marka,Model,Year,Color,Engine,Fuel_type,Mileage,Gear_box,New,Price
5087,Fiat,Tipo,2023,Ağ,1.6,Benzin,0,Avtomat,Bəli,19175
5089,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5093,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5094,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5095,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5097,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5098,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5099,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5100,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5101,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5102,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5103,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5105,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5106,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5107,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5110,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,171000,Avtomat,Xeyr,13983
5111,Fiat,Tipo,2023,Ağ,1.6,Benzin,0,Avtomat,Bəli,19175
5112,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5114,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5118,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5119,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5120,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5122,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5123,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5124,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5125,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5126,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5127,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5128,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5130,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5131,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5132,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5135,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,171000,Avtomat,Xeyr,13983
5136,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5138,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5142,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5143,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5144,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5146,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5147,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5148,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5149,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5150,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5151,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5152,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5154,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5155,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5156,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5159,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,171000,Avtomat,Xeyr,13983
5160,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5162,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5166,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5167,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5168,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5170,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5171,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5172,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5173,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5174,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5175,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5176,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5178,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5179,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5180,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5183,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,171000,Avtomat,Xeyr,13983
5184,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5186,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5190,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5191,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5192,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5194,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5195,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5196,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5197,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5198,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5199,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5200,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5202,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5203,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5204,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5207,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,171000,Avtomat,Xeyr,13983
5208,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5210,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5214,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5215,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5216,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5218,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5219,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5220,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5221,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5222,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5223,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5224,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5226,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5227,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5228,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5231,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,171000,Avtomat,Xeyr,13983
5232,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5234,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5238,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5239,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5240,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5242,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5243,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5244,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5245,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5246,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5247,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5248,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5250,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5251,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5252,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5255,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,171000,Avtomat,Xeyr,13983
5256,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5258,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5262,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5263,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5264,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5266,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5267,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5268,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5269,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5270,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5271,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5272,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5274,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5275,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5276,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5279,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,171000,Avtomat,Xeyr,13983
5280,Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
5281,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5283,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5287,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5288,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5289,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5291,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5292,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5293,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5294,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5295,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5296,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5297,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5299,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5300,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5301,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5304,Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
5305,Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
5306,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5308,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5312,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5313,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5314,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5316,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5317,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5318,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5319,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5320,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5321,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5322,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5324,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5325,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5326,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5328,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
5329,Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
5330,Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
5331,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5333,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5337,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5338,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5339,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5341,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5342,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5343,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5344,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5345,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5346,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5347,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5349,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5350,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5351,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5352,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
5353,Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
5354,Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
5355,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5357,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5361,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5362,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5363,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5365,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5366,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5367,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5368,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5369,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5370,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5371,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5373,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5374,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5375,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5376,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
5377,Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
5378,Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
5379,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5381,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5385,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5386,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5387,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5389,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5390,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5391,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5392,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5393,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5394,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5395,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5397,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5398,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5399,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5400,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
5401,Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
5402,Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
5403,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5405,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5409,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5410,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5411,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5413,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5414,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5415,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5416,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5417,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5418,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5419,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5421,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5422,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5423,Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
5424,BYD,Qin Plus,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14632
5425,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
5426,Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
5427,Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
5428,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5430,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5434,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5435,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5436,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5438,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5439,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5440,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5441,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5442,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5443,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5444,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5446,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5447,Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
5448,Land Rover,Discovery,2005,Gümüşü,2.7,Dizel,241400,Avtomat,Xeyr,8732
5449,BYD,Qin Plus,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14632
5450,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
5451,Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
5452,Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
5453,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5455,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5459,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
5460,Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
5461,Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
5463,Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
5464,Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
5465,Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
5466,Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
5467,Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
5468,BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
5469,Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
5471,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
5472,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14900
5473,Mercedes,Sprinter 316,2017,Ağ,2.7,Dizel,427000,Mexaniki,Xeyr,41005
5474,Land Rover,Discovery,2005,Gümüşü,2.7,Dizel,241400,Avtomat,Xeyr,8732
5475,BYD,Qin Plus,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14632
5476,Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
5477,Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
5478,Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
5479,Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
5481,BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
5485,BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
